timestamp,mood,entry,ai_response,sentiment
,Positive,I'm hopeful things will improve soon.,It's great to hear that you're feeling hopeful for the future. Stay positive!,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like that. Take some time to reflect on your feelings and remember that it's normal to feel this way sometimes.,Neutral
,Negative,Why does everything feel so hard lately?,I'm sorry to hear that everything feels hard lately. It's okay to feel that way sometimes.,Neutral
,Positive,Today was a great day! I had fun with my friends.,I'm glad to hear that you had a great day with your friends!,Positive
,Positive,I had a relaxing afternoon reading and sipping tea.,That sounds like a lovely way to spend your afternoon. I'm glad you were able to relax and enjoy some peaceful moments.,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,It's completely normal to feel anxious about exams and deadlines. Remember to take deep breaths and tackle tasks one at a time. You've got this!,Neutral
,Negative,Why does everything feel so hard lately?,"I'm sorry to hear that things have been feeling difficult for you lately. It's okay to feel this way, and you're not alone in experiencing challenges.",Neutral
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful for the future. Hang in there.,Positive
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel this way sometimes.,Neutral
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. Hang in there!,Positive
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and enjoyable afternoon.,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like this. Remember to take some time for yourself and do something that brings you joy.,Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel that way sometimes. Remember to take things one step at a time and reach out for support if you need it.,Neutral
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like that. Remember to be kind to yourself and take things one step at a time.,Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,"That sounds lovely, reading and sipping tea can be very calming.",Positive
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel this way sometimes.,Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself and remember that it's okay to ask for help when you need it.,Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about the upcoming exams and deadlines. It's completely normal to feel this way, but remember to take deep breaths and break down your tasks into manageable chunks. You've got this!",Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a lovely and peaceful afternoon.,Positive
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a lovely and peaceful afternoon!,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,"It's okay to have days like that, where you're just going through the motions. Remember to take care of yourself and reach out if you need support.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,"I'm sorry to hear that you're feeling this way. It's okay to feel overwhelmed sometimes, but remember to take care of yourself and reach out for support if you need it.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself and reach out for support when needed.,Neutral
,Positive,I'm hopeful things will improve soon.,It's great to hear that you're feeling hopeful for the future. Keep holding on to that positivity.,Positive
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that. It's okay to feel overwhelmed sometimes. Remember to take care of yourself and reach out for support if you need it.,Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your exams and deadlines. It's completely normal to feel that way, but remember to take breaks and practice self-care during this stressful time.",Neutral
,Negative,Why does everything feel so hard lately?,"I'm sorry to hear that everything feels difficult right now. It's okay to feel this way, and I'm here to support you.",Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your exams and deadlines. It's completely normal to feel this way, but remember to take care of yourself and prioritize self-care during this stressful time.",Neutral
,Neutral,I’m not sure how I feel today. Just going through the motions.,I'm sorry to hear that you're feeling this way. It's okay to have days where you're just going through the motions. Remember to take care of yourself and reach out for support if you need it.,Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,"I'm sorry to hear that you're feeling this way. It's okay to feel overwhelmed, but remember to take care of yourself and reach out for support if needed.",Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's okay to feel this way sometimes. Remember to take deep breaths and take things one step at a time.,Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself and remember that it's okay to ask for help when you need it.,Neutral
,Neutral,Nothing special happened today. Just a regular day.,It's okay to have regular days sometimes. They can be a nice break from the chaos of life.,Neutral
,Positive,I had a relaxing afternoon reading and sipping tea.,It sounds like you had a peaceful and enjoyable afternoon.,Positive
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! You should definitely be proud of your hard work.,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your upcoming exams and deadlines. It's normal to feel that way, but remember to take deep breaths and break down tasks into manageable chunks. You've got this!",Neutral
